,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
83105, 2015-06-23T12:18:30.270Z, 27.7375, 139.7254, 460.0, 6.5, mww, , 11.0, 2.277, 0.98, us, us10002l37, 2022-07-31T14:41:46.908Z, Bonin Islands, Japan region, earthquake, 8.6, 1.9, , , reviewed, us, us
83114, 2015-06-19T08:09:53.370Z, 26.9542, 143.8264, 10.0, 5.3, mb, , 68.0, 1.471, 0.81, us, us10002k6u, 2015-09-01T00:53:50.040Z, Bonin Islands, Japan region, earthquake, 9.1, 1.8, 0.063, 84.0, reviewed, us, us
83137, 2015-06-11T09:19:23.300Z, 29.794, 131.4189, 36.9, 5.1, mb, , 107.0, 1.901, 0.75, us, us20002nxu, 2015-08-20T00:43:53.040Z, 98 km ESE of Koshima, Japan, earthquake, 7.1, 5.3, 0.034, 283.0, reviewed, us, us
83138, 2015-06-11T04:56:32.160Z, 39.6101, 143.2414, 10.0, 5.4, mwc, , 102.0, 2.29, 0.49, us, us20002nwq, 2016-11-10T21:47:59.941Z, 111 km E of Miyako, Japan, earthquake, 5.9, 1.8, , , reviewed, us, gcmt
83139, 2015-06-11T04:51:24.140Z, 39.608, 143.3457, 5.72, 5.7, mww, , 49.0, 2.36, 0.47, us, us20002nwm, 2022-05-03T18:49:42.026Z, 120 km E of Miyako, Japan, earthquake, 6.7, 3.2, , , reviewed, us, us
83140, 2015-06-11T04:45:29.730Z, 39.672, 143.331, 10.49, 5.7, mww, , 28.0, 2.318, 0.44, us, us20002nwl, 2022-05-03T18:49:43.287Z, 119 km E of Miyako, Japan, earthquake, 6.5, 2.8, , , reviewed, us, us
83145, 2015-06-10T08:33:03.780Z, 39.6795, 143.319, 30.96, 5.8, mww, , 69.0, 2.306, 0.98, us, us20002nj8, 2022-05-03T17:25:37.937Z, 118 km E of Miyako, Japan, earthquake, 6.8, 3.8, , , reviewed, us, us
83157, 2015-06-08T06:01:08.300Z, 41.5615, 142.0308, 42.0, 6.1, mww, , 54.0, 0.956, 1.14, us, us20002mvq, 2022-07-31T11:50:57.369Z, 74 km ENE of Mutsu, Japan, earthquake, 6.8, 1.9, , , reviewed, us, us
83165, 2015-06-04T21:46:19.540Z, 27.9568, 142.9793, 8.54, 5.0, mb, , 52.0, 1.11, 0.7, us, us20002m4t, 2015-08-10T13:08:20.040Z, Bonin Islands, Japan region, earthquake, 7.7, 3.4, 0.039, 215.0, reviewed, us, us
83224, 2015-07-23T12:51:49.920Z, 37.0407, 144.7235, 35.57, 5.1, mb, , 132.0, 3.237, 0.74, us, us20002zif, 2015-10-22T20:04:53.040Z, off the east coast of Honshu, Japan, earthquake, 7.8, 6.0, 0.037, 240.0, reviewed, us, us
83258, 2015-07-13T23:21:58.800Z, 30.8901, 142.0087, 18.11, 5.1, mb, , 43.0, 2.898, 0.7, us, us20002xbg, 2015-10-09T20:19:16.040Z, Izu Islands, Japan region, earthquake, 5.7, 3.4, 0.033, 301.0, reviewed, us, us
83261, 2015-07-12T17:52:06.170Z, 33.0229, 131.7493, 53.0, 5.5, mww, , 57.0, 0.739, 0.95, us, us20002wz9, 2022-07-31T18:03:58.225Z, 12 km SSW of Usuki, Japan, earthquake, 5.7, 1.9, , , reviewed, us, us
83265, 2015-07-11T18:39:44.940Z, 25.9708, 128.3247, 14.35, 5.0, mb, , 65.0, 0.862, 0.85, us, us20002wtv, 2022-07-31T17:55:18.027Z, 60 km SE of Katsuren-haebaru, Japan, earthquake, 4.9, 4.3, 0.045, 160.0, reviewed, us, us
83271, 2015-07-09T18:32:51.220Z, 40.3631, 141.4646, 81.0, 5.5, mww, , 15.0, 0.735, 0.86, us, us20002wd2, 2022-07-31T17:38:08.741Z, 15 km S of Hachinohe, Japan, earthquake, 6.0, 1.8, , , reviewed, us, us
83275, 2015-07-09T08:27:39.500Z, 40.1226, 142.6028, 38.28, 5.2, mww, , 133.0, 1.936, 1.3, us, us20002w8t, 2022-07-31T17:29:16.482Z, 77 km NE of Miyako, Japan, earthquake, 7.4, 6.5, , , reviewed, us, us
83309, 2015-08-30T05:30:57.280Z, 29.6583, 130.3794, 29.71, 5.1, mb, , 36.0, 1.846, 0.67, us, us1000363d, 2015-12-01T00:36:03.040Z, 64 km S of Yudomari, Japan, earthquake, 6.3, 4.6, 0.04, 205.0, reviewed, us, us
83312, 2015-08-28T15:30:58.090Z, 23.129, 142.5234, 103.82, 5.4, mb, , 23.0, 3.961, 0.82, us, us100035q5, 2015-12-01T00:36:01.040Z, Volcano Islands, Japan region, earthquake, 8.3, 5.6, 0.036, 269.0, reviewed, us, us
83314, 2015-08-28T14:46:20.180Z, 36.3989, 140.8818, 34.97, 5.0, mb, , 74.0, 0.582, 1.06, us, us100035pm, 2022-08-01T02:19:51.201Z, 28 km ENE of ?arai, Japan, earthquake, 4.8, 3.9, 0.057, 100.0, reviewed, us, us
83320, 2015-08-25T22:51:36.710Z, 32.0765, 131.733, 36.49, 5.2, mwr, , 40.0, 1.228, 0.83, us, us100034x5, 2022-08-01T01:52:19.004Z, 22 km ESE of Takanabe, Japan, earthquake, 5.4, 4.2, 0.052, 35.0, reviewed, us, us
83339, 2015-08-17T11:40:33.820Z, 30.8186, 131.0266, 7.83, 5.1, mb, , 43.0, 0.846, 0.7, us, us100032uc, 2022-08-01T00:24:40.416Z, 9 km NNE of Nishinoomote, Japan, earthquake, 5.6, 3.6, 0.036, 253.0, reviewed, us, us
83340, 2015-08-17T00:45:42.620Z, 27.1054, 143.6957, 10.0, 5.3, mb, , 40.0, 1.347, 0.77, us, us100032rq, 2015-11-17T00:13:32.040Z, Bonin Islands, Japan region, earthquake, 6.4, 1.8, 0.029, 395.0, reviewed, us, us
83355, 2015-08-14T04:43:44.730Z, 42.6447, 143.1818, 87.33, 5.2, mb, , 58.0, 0.629, 0.88, us, us1000326m, 2022-08-01T00:01:15.165Z, 30 km S of Obihiro, Japan, earthquake, 7.3, 2.8, 0.024, 568.0, reviewed, us, us
83356, 2015-08-13T20:13:33.760Z, 37.2211, 141.3681, 34.63, 5.1, mww, , 65.0, 0.793, 0.84, us, us1000323i, 2022-08-01T00:00:21.361Z, 43 km SE of Namie, Japan, earthquake, 6.5, 3.9, , , reviewed, us, us
83359, 2015-08-13T14:08:00.070Z, 23.9689, 122.4897, 17.32, 5.6, mww, , 81.0, 0.687, 0.97, us, us100031xw, 2022-07-31T23:55:17.479Z, 75 km SW of Yonakuni, Japan, earthquake, 4.4, 2.7, , , reviewed, us, us
83405, 2015-08-06T09:22:29.530Z, 36.4517, 140.5954, 52.78, 5.2, mww, , 86.0, 0.394, 1.3, us, us10002z24, 2022-05-03T18:28:31.245Z, 3 km ESE of Funaishikawa, Japan, earthquake, 5.9, 4.5, , , reviewed, us, us
83416, 2015-08-03T05:30:11.290Z, 37.7836, 141.5287, 43.15, 5.0, mwr, , 117.0, 0.591, 0.77, us, us10002xe9, 2022-07-31T22:09:45.299Z, 57 km NE of Namie, Japan, earthquake, 7.0, 5.6, 0.073, 18.0, reviewed, us, us
83428, 2015-09-29T08:46:50.590Z, 40.3094, 143.6835, 10.0, 5.2, mwr, , 83.0, 1.749, 0.61, us, us10003iqu, 2022-08-01T08:26:33.279Z, 166 km ENE of Miyako, Japan, earthquake, 7.0, 1.8, 0.063, 24.0, reviewed, us, us
83441, 2015-09-26T09:49:47.390Z, 42.2288, 142.0037, 85.8, 5.0, mb, , 84.0, 0.739, 0.52, us, us20003pb3, 2022-08-01T07:59:34.202Z, 32 km WSW of Shizunai-furukawach?, Japan, earthquake, 7.2, 2.0, 0.028, 390.0, reviewed, us, us
83569, 2015-09-12T13:38:01.860Z, 41.8968, 142.6522, 49.0, 5.4, mww, , 92.0, 1.3, 1.03, us, us20003j0v, 2022-08-01T04:40:37.378Z, 53 km SSE of Shizunai-furukawach?, Japan, earthquake, 5.2, 1.9, , , reviewed, us, us
83576, 2015-09-11T20:49:07.260Z, 35.5042, 139.9064, 51.18, 5.1, mww, , 65.0, 0.76, 1.09, us, us20003iv1, 2022-05-03T19:14:48.035Z, 13 km N of Kisarazu, Japan, earthquake, 5.5, 3.3, , , reviewed, us, us
83596, 2015-09-06T07:40:48.650Z, 31.2807, 141.8553, 10.0, 5.0, mb, , 110.0, 2.518, 0.51, us, us20003gww, 2016-11-10T21:50:52.940Z, Izu Islands, Japan region, earthquake, 7.2, 1.9, 0.033, 302.0, reviewed, us, us
83611, 2015-09-04T04:49:22.440Z, 29.2819, 130.5968, 17.99, 5.2, mww, , 30.0, 2.223, 1.04, us, us20003g79, 2016-11-10T21:50:29.893Z, 105 km S of Koshima, Japan, earthquake, 5.4, 3.1, , , reviewed, us, us
83612, 2015-09-03T16:51:47.750Z, 37.1958, 143.4691, 10.0, 5.4, mww, , 25.0, 2.233, 0.91, us, us20003g09, 2016-11-10T21:50:26.586Z, 221 km E of Namie, Japan, earthquake, 4.7, 1.7, , , reviewed, us, us
83623, 2015-09-01T15:25:09.520Z, 31.1806, 141.6, 8.0, 6.0, mww, , 19.0, 2.452, 0.8, us, us20003feg, 2022-05-03T17:36:48.900Z, Izu Islands, Japan region, earthquake, 8.2, 1.7, , , reviewed, us, us
83624, 2015-09-01T15:24:08.540Z, 31.2841, 141.7062, 10.0, 5.6, mb, , 25.0, 2.43, 0.74, us, us20003fe2, 2022-05-03T17:29:07.281Z, Izu Islands, Japan region, earthquake, 6.6, 1.8, 0.029, 410.0, reviewed, us, us
83656, 2015-10-21T06:04:49.160Z, 37.3186, 141.0771, 24.16, 5.3, mww, , 29.0, 0.595, 1.12, us, us10003q5k, 2022-08-01T13:00:17.871Z, 19 km SSE of Namie, Japan, earthquake, 6.1, 3.7, , , reviewed, us, us
83738, 2015-11-25T04:46:50.780Z, 31.4331, 140.1479, 124.67, 5.0, mb, , 41.0, 1.701, 0.93, us, us1000415h, 2016-02-18T04:48:54.040Z, Izu Islands, Japan region, earthquake, 7.0, 5.1, 0.033, 295.0, reviewed, us, us
83757, 2015-11-20T05:33:58.170Z, 26.2904, 142.6789, 10.0, 5.1, mb, , 139.0, 0.916, 0.6, us, us100040s8, 2016-02-18T04:48:45.040Z, Bonin Islands, Japan region, earthquake, 9.1, 1.9, 0.158, 13.0, reviewed, us, us
83758, 2015-11-20T05:31:52.490Z, 26.3565, 142.6429, 14.0, 5.8, mww, , 44.0, 0.842, 0.9, us, us10003zrf, 2022-05-03T19:05:57.896Z, Bonin Islands, Japan region, earthquake, 2.9, 1.8, , , reviewed, us, us
83768, 2015-11-18T04:38:50.880Z, 31.3706, 128.961, 27.5, 5.1, mb, , 76.0, 1.282, 0.88, us, us10003z79, 2016-11-10T22:01:02.970Z, 129 km W of Kaseda-shirakame, Japan, earthquake, 6.1, 4.9, 0.048, 139.0, reviewed, us, us
83780, 2015-11-14T20:34:29.340Z, 31.3303, 128.853, 10.0, 5.1, mww, , 59.0, 1.379, 0.83, us, us10003ye7, 2016-11-10T22:00:43.217Z, 139 km W of Makurazaki, Japan, earthquake, 6.6, 1.7, , , reviewed, us, us
83781, 2015-11-14T19:20:21.390Z, 31.4417, 128.8428, 10.0, 5.7, mww, , 22.0, 1.377, 0.76, us, us10003ydz, 2022-08-01T17:48:25.698Z, 138 km WSW of Kushikino, Japan, earthquake, 5.8, 1.7, , , reviewed, us, us
83783, 2015-11-14T10:21:42.400Z, 37.9417, 143.8515, 27.37, 5.2, mww, , 91.0, 2.422, 0.84, us, us10003ybn, 2022-08-01T17:46:30.340Z, 224 km SE of ?funato, Japan, earthquake, 6.7, 4.3, , , reviewed, us, us
83785, 2015-11-13T20:51:31.030Z, 31.0009, 128.8729, 12.0, 6.7, mww, , 17.0, 1.444, 1.25, us, us10003y71, 2022-08-01T17:43:30.585Z, 140 km WSW of Makurazaki, Japan, earthquake, 5.9, 1.7, , , reviewed, us, us
83828, 2015-11-07T13:44:44.720Z, 35.9067, 139.9683, 107.5, 5.0, mww, , 115.0, 0.37, 1.0, us, us10003vjs, 2022-08-07T08:27:05.783Z, 4 km SW of Moriya, Japan, earthquake, 6.1, 4.9, , , reviewed, us, us
83840, 2015-11-05T18:02:54.050Z, 39.427, 143.4135, 10.0, 5.0, mb, , 40.0, 2.501, 0.61, us, us10003uxr, 2016-11-10T21:58:41.460Z, 126 km E of Yamada, Japan, earthquake, 6.7, 1.8, 0.035, 265.0, reviewed, us, us
83844, 2015-11-04T13:47:50.300Z, 43.3348, 146.1094, 95.65, 5.0, mb, , 123.0, 2.545, 0.79, us, us200041x2, 2016-01-30T02:11:07.040Z, 43 km E of Nemuro, Japan, earthquake, 7.3, 6.2, 0.061, 85.0, reviewed, us, us
83866, 2015-11-01T03:48:47.450Z, 41.5774, 141.9855, 47.0, 5.4, mwb, , 90.0, 0.979, 0.73, us, us2000415b, 2022-08-01T15:00:00.114Z, 71 km ENE of Mutsu, Japan, earthquake, 5.2, 1.9, 0.048, 41.0, reviewed, us, us
83914, 2015-12-15T00:20:33.490Z, 25.7209, 141.9465, 55.5, 5.1, mb, , 41.0, 1.385, 1.05, us, us20004h86, 2016-11-10T22:04:43.913Z, Volcano Islands, Japan region, earthquake, 8.5, 5.5, 0.049, 137.0, reviewed, us, us
84026, 2016-01-20T21:53:41.490Z, 43.1102, 146.0168, 38.44, 5.1, mb, , 74.0, 2.379, 0.71, us, us10004fwv, 2016-04-06T17:30:29.040Z, 43 km ESE of Nemuro, Japan, earthquake, 7.4, 4.5, 0.037, 233.0, reviewed, us, us
84055, 2016-01-14T03:25:33.640Z, 41.9723, 142.781, 46.0, 6.7, mww, , 22.0, 0.281, 0.98, us, us10004ebx, 2022-08-02T05:06:24.448Z, 52 km SE of Shizunai-furukawach?, Japan, earthquake, 6.2, 1.9, , , reviewed, us, us
84070, 2016-01-11T17:08:03.920Z, 44.4761, 141.0867, 238.81, 6.2, mww, , 33.0, 1.139, 0.96, us, us10004djn, 2022-08-07T08:48:04.480Z, 74 km NW of Rumoi, Japan, earthquake, 6.9, 4.1, , , reviewed, us, us
84076, 2016-01-09T14:12:37.130Z, 27.9136, 129.6042, 23.5, 5.4, mww, , 68.0, 1.598, 0.9, us, us10004d50, 2022-08-07T08:45:31.349Z, 51 km SSE of Naze, Japan, earthquake, 6.6, 1.9, , , reviewed, us, us
84089, 2016-01-05T21:59:50.150Z, 22.0669, 143.6108, 158.0, 5.7, mww, , 9.0, 5.172, 0.9, us, us10004bm0, 2022-05-03T19:06:51.404Z, Volcano Islands, Japan region, earthquake, 7.8, 1.8, , , reviewed, us, us
84094, 2016-01-05T02:21:11.340Z, 30.6132, 132.7337, 4.71, 5.8, mww, , 29.0, 2.151, 0.48, us, us10004ben, 2022-08-02T02:57:07.357Z, 166 km E of Nishinoomote, Japan, earthquake, 2.0, 3.2, , , reviewed, us, us
84119, 2016-02-21T21:26:42.290Z, 24.5533, 142.4073, 21.0, 5.6, mww, , 14.0, 2.539, 0.94, us, us10004rkg, 2022-05-03T19:07:38.312Z, Volcano Islands, Japan region, earthquake, 7.3, 1.8, , , reviewed, us, us
84133, 2016-02-19T13:13:52.380Z, 37.2534, 142.2432, 18.86, 5.1, mww, , 43.0, 1.308, 0.92, us, us10004r0w, 2022-08-07T09:51:20.652Z, 113 km ESE of Namie, Japan, earthquake, 6.0, 3.4, , , reviewed, us, us
84145, 2016-02-14T18:09:26.290Z, 30.2966, 138.8823, 410.0, 5.7, mww, , 29.0, 2.92, 0.99, us, us2000505t, 2022-08-02T09:57:26.262Z, Izu Islands, Japan region, earthquake, 8.0, 1.9, , , reviewed, us, us
84201, 2016-02-02T14:19:23.030Z, 25.5745, 123.4476, 196.0, 5.7, mww, , 28.0, 1.171, 0.84, us, us20004wk0, 2022-08-07T09:15:21.833Z, 130 km NNE of Yonakuni, Japan, earthquake, 6.6, 1.8, , , reviewed, us, us
84202, 2016-02-02T05:31:47.770Z, 39.7102, 142.9463, 12.23, 5.3, mww, , 40.0, 2.308, 1.28, us, us20004whr, 2022-08-07T09:13:37.205Z, 86 km E of Miyako, Japan, earthquake, 5.4, 2.8, , , reviewed, us, us
84239, 2016-03-18T14:12:51.610Z, 28.8771, 142.972, 10.46, 5.1, mb, , 22.0, 1.906, 1.04, us, us20005ar6, 2016-06-09T21:41:49.040Z, Bonin Islands, Japan region, earthquake, 5.8, 3.3, 0.056, 106.0, reviewed, us, us
84258, 2016-03-14T07:03:17.710Z, 29.8888, 128.9567, 210.5, 5.5, mww, , 12.0, 2.066, 0.89, us, us10004xbb, 2022-08-02T14:27:35.425Z, 147 km WSW of Kurio, Japan, earthquake, 6.7, 1.8, , , reviewed, us, us
84281, 2016-03-06T07:02:30.270Z, 28.5881, 142.9311, 10.0, 5.1, mb, , 99.0, 1.627, 0.47, us, us10004vm0, 2016-05-16T18:01:45.040Z, Bonin Islands, Japan region, earthquake, 7.9, 1.8, 0.053, 116.0, reviewed, us, us
84286, 2016-03-05T00:33:21.930Z, 41.6536, 144.2304, 14.06, 5.1, mb, , 73.0, 0.879, 0.62, us, us10004uv6, 2016-05-16T18:01:43.040Z, 147 km S of Kushiro, Japan, earthquake, 6.1, 3.7, 0.027, 456.0, reviewed, us, us
84297, 2016-03-03T07:11:16.090Z, 31.7483, 131.4272, 55.49, 5.3, mb, , 54.0, 0.864, 0.93, us, us10004u9q, 2022-08-02T12:49:18.958Z, 17 km NNE of Nichinan, Japan, earthquake, 2.2, 5.2, 0.055, 113.0, reviewed, us, us
84317, 2016-04-26T15:01:24.830Z, 38.2124, 141.6444, 43.98, 5.0, mb, , 87.0, 0.756, 0.85, us, us10005bmk, 2022-05-03T18:51:55.325Z, 37 km SE of Ishinomaki, Japan, earthquake, 6.9, 4.8, 0.034, 275.0, reviewed, us, us
84340, 2016-04-20T12:19:43.950Z, 37.8013, 141.6216, 33.11, 5.9, mww, , 41.0, 0.662, 0.8, us, us20005k66, 2022-05-03T17:44:51.595Z, 65 km ENE of Namie, Japan, earthquake, 5.3, 3.5, , , reviewed, us, us
84351, 2016-04-19T08:52:14.800Z, 32.5574, 130.6136, 5.4, 5.3, mww, , 32.0, 0.607, 0.89, us, us20005jr8, 2022-05-03T19:34:40.975Z, 6 km NNE of Honmachi, Japan, earthquake, 4.9, 3.9, , , reviewed, us, us
84354, 2016-04-19T02:47:01.530Z, 26.5277, 130.2004, 35.11, 5.0, mb, , 77.0, 1.752, 0.57, us, us20005jpl, 2016-06-27T23:02:12.040Z, 215 km SSE of Naze, Japan, earthquake, 7.2, 4.9, 0.033, 292.0, reviewed, us, us
84356, 2016-04-18T11:42:00.220Z, 33.0143, 131.0991, 10.46, 5.5, mww, , 52.0, 0.217, 0.91, us, us20005jgz, 2022-05-03T17:44:38.672Z, 8 km NNE of Aso, Japan, earthquake, 5.9, 3.2, , , reviewed, us, us
84367, 2016-04-16T07:02:01.850Z, 32.7232, 130.6626, 9.12, 5.1, mww, , 32.0, 0.439, 0.61, us, us20005iye, 2022-08-02T18:41:04.853Z, 4 km N of Uto, Japan, earthquake, 5.2, 3.9, , , reviewed, us, us
84369, 2016-04-16T00:48:32.810Z, 32.8404, 130.7768, 9.07, 5.2, mww, , 55.0, 0.296, 0.79, us, us20005iwc, 2022-08-02T18:37:05.790Z, 8 km ENE of Kumamoto, Japan, earthquake, 4.4, 3.3, , , reviewed, us, us
84371, 2016-04-15T22:11:40.270Z, 33.2528, 131.3738, 10.0, 5.1, mwr, , 47.0, 0.435, 0.61, us, us20005iu4, 2022-08-02T18:33:15.261Z, 11 km WSW of Beppu, Japan, earthquake, 4.1, 1.8, 0.08, 15.0, reviewed, us, us
84372, 2016-04-15T18:55:53.500Z, 33.0051, 131.1569, 13.22, 5.5, mwr, , 19.0, 0.263, 0.87, us, us20005inz, 2022-08-02T18:32:15.534Z, 10 km NE of Aso, Japan, earthquake, 4.7, 3.2, 0.098, 10.0, reviewed, us, us
84374, 2016-04-15T18:03:10.940Z, 32.9196, 131.0212, 4.35, 5.4, mwr, , 32.0, 0.238, 0.61, us, us20005imz, 2022-08-02T18:31:01.229Z, 5 km WSW of Aso, Japan, earthquake, 5.0, 3.5, 0.089, 12.0, reviewed, us, us
84375, 2016-04-15T16:45:56.680Z, 32.9241, 130.8091, 10.0, 5.7, mww, , 61.0, 0.208, 1.23, us, us20005ija, 2022-05-03T18:12:16.372Z, 6 km S of Kikuchi, Japan, earthquake, 5.4, 0.9, , , reviewed, us, us
84376, 2016-04-15T16:44:06.860Z, 32.7091, 130.7194, 10.0, 5.3, mb, , 51.0, 0.435, 0.88, us, us20005ij8, 2022-03-09T23:21:21.829Z, 5 km ENE of Uto, Japan, earthquake, 4.8, 1.8, 0.063, 85.0, reviewed, us, us
84377, 2016-04-15T16:43:07.560Z, 32.6976, 130.8055, 10.0, 5.2, mb, , 109.0, 0.43, 1.31, us, us20005kz9, 2016-06-27T23:01:39.040Z, 13 km E of Uto, Japan, earthquake, 6.5, 1.9, 0.191, 9.0, reviewed, us, us
84378, 2016-04-15T16:33:20.400Z, 32.7665, 130.8229, 10.0, 5.3, mb, , 68.0, 0.36, 0.87, us, us20005kzp, 2016-06-27T23:01:38.040Z, 13 km ESE of Kumamoto, Japan, earthquake, 7.7, 1.9, 0.081, 51.0, reviewed, us, us
84379, 2016-04-15T16:30:46.470Z, 32.8598, 131.8011, 10.0, 5.1, mb, , 124.0, 0.82, 0.92, us, us20005l06, 2016-06-27T23:01:38.040Z, 13 km SW of Saiki, Japan, earthquake, 6.2, 1.9, 0.216, 7.0, reviewed, us, us
84380, 2016-04-15T16:25:06.220Z, 32.7906, 130.7543, 10.0, 7.0, mww, , 32.0, 0.349, 0.85, us, us20005iis, 2022-12-23T11:51:30.843Z, 6 km ESE of Kumamoto, Japan, earthquake, 4.9, 1.7, , , reviewed, us, us
84390, 2016-04-14T15:06:22.190Z, 32.716, 130.6904, 10.0, 5.3, mb, , 22.0, 0.436, 0.97, us, us20005i1i, 2016-06-21T01:14:12.040Z, 4 km NNE of Uto, Japan, earthquake, 3.0, 1.7, 0.044, 174.0, reviewed, us, us
84391, 2016-04-14T15:03:47.240Z, 32.6973, 130.7204, 8.0, 6.0, mww, , 32.0, 0.446, 0.86, us, us20005i1a, 2022-05-03T19:34:24.135Z, 5 km ENE of Uto, Japan, earthquake, 3.9, 1.7, , , reviewed, us, us
84392, 2016-04-14T13:07:35.490Z, 32.7429, 130.8235, 10.0, 5.4, mww, , 58.0, 0.383, 0.9, us, us20005i0c, 2022-05-03T19:34:20.898Z, 14 km ESE of Kumamoto, Japan, earthquake, 6.1, 1.8, , , reviewed, us, us
84393, 2016-04-14T12:26:35.730Z, 32.788, 130.7042, 9.0, 6.2, mww, , 18.0, 0.366, 1.14, us, us20005hzn, 2022-05-03T19:34:19.447Z, 2 km SSE of Kumamoto, Japan, earthquake, 4.6, 1.7, , , reviewed, us, us
84457, 2016-04-01T02:39:08.050Z, 33.3807, 136.3901, 14.0, 5.9, mww, , 27.0, 2.034, 0.73, us, us20005du0, 2022-08-07T10:42:07.564Z, 54 km SE of Shing?, Japan, earthquake, 5.3, 0.8, , , reviewed, us, us
84461, 2016-05-30T09:47:47.040Z, 24.4369, 126.4486, 10.0, 5.2, mb, , 51.0, 2.901, 1.26, us, us20005z67, 2016-08-10T22:30:27.040Z, 122 km ESE of Hirara, Japan, earthquake, 7.0, 1.8, 0.039, 214.0, reviewed, us, us
84474, 2016-05-27T03:46:51.150Z, 27.6887, 128.5829, 10.0, 5.5, mb, , 152.0, 0.893, 0.92, us, us20005ydi, 2022-05-12T18:43:25.962Z, 116 km SW of Naze, Japan, earthquake, 8.5, 1.9, 0.067, 76.0, reviewed, us, us
84475, 2016-05-27T03:44:29.470Z, 26.9924, 130.1374, 10.0, 5.9, mww, , 22.0, 1.672, 0.83, us, us20005yd1, 2022-05-03T17:49:03.976Z, 165 km SSE of Naze, Japan, earthquake, 6.4, 1.7, , , reviewed, us, us
84487, 2016-05-21T06:06:42.150Z, 30.9561, 140.0808, 124.52, 5.5, mww, , 62.0, 2.164, 1.17, us, us10005j3l, 2022-05-03T17:48:58.091Z, Izu Islands, Japan region, earthquake, 7.4, 5.1, , , reviewed, us, us
84497, 2016-05-17T01:47:47.850Z, 24.3271, 141.7649, 74.72, 5.3, mb, , 34.0, 2.782, 0.67, us, us10005hv9, 2016-07-22T19:39:10.040Z, Volcano Islands, Japan region, earthquake, 8.5, 4.6, 0.041, 200.0, reviewed, us, us
84498, 2016-05-16T12:23:02.500Z, 36.023, 139.806, 44.51, 5.4, mww, , 62.0, 0.374, 0.77, us, us10005hqy, 2022-05-03T17:48:52.311Z, 6 km NE of Kasukabe, Japan, earthquake, 5.4, 4.8, , , reviewed, us, us
84528, 2016-05-07T05:42:13.500Z, 31.2618, 129.297, 10.0, 5.3, mww, , 35.0, 1.018, 0.8, us, us10005fp7, 2022-08-02T21:32:23.280Z, 97 km W of Makurazaki, Japan, earthquake, 6.2, 1.8, , , reviewed, us, us
84550, 2016-06-29T18:12:38.310Z, 39.7272, 144.8774, 10.0, 5.0, mb, , 136.0, 2.631, 0.78, us, us2000680g, 2016-08-31T03:08:23.040Z, 252 km E of Miyako, Japan, earthquake, 7.9, 1.9, 0.035, 264.0, reviewed, us, us
84567, 2016-06-26T22:57:06.150Z, 36.9968, 142.2226, 12.82, 5.7, mww, , 52.0, 1.434, 0.86, us, us2000671z, 2022-05-03T17:51:53.897Z, 119 km E of Iwaki, Japan, earthquake, 5.9, 2.8, , , reviewed, us, us
84576, 2016-06-23T21:05:30.640Z, 23.694, 123.3704, 10.0, 5.8, mww, , 18.0, 0.836, 1.0, us, us200066bv, 2022-05-12T18:48:31.478Z, 93 km SSE of Yonakuni, Japan, earthquake, 5.7, 1.7, , , reviewed, us, us
84610, 2016-06-16T21:42:01.430Z, 28.3114, 130.4299, 27.71, 5.1, mb, , 35.0, 2.414, 0.67, us, us200064xe, 2016-08-25T01:22:59.040Z, 93 km E of Naze, Japan, earthquake, 5.8, 3.8, 0.032, 315.0, reviewed, us, us
84613, 2016-06-16T05:21:29.270Z, 41.9836, 140.9353, 14.3, 5.2, mww, , 73.0, 0.938, 0.6, us, us200064qf, 2022-05-03T17:50:27.318Z, 22 km ENE of Honch?, Japan, earthquake, 3.6, 3.4, , , reviewed, us, us
84621, 2016-06-14T15:01:56.850Z, 26.9601, 130.1941, 5.39, 5.6, mww, , 61.0, 1.72, 0.58, us, us200064bj, 2022-08-03T01:48:35.954Z, 170 km SSE of Naze, Japan, earthquake, 5.7, 3.2, , , reviewed, us, us
84625, 2016-06-13T04:27:04.000Z, 26.9257, 130.2544, 10.0, 5.3, mb, , 98.0, 1.772, 0.94, us, us2000641i, 2016-08-25T01:22:53.040Z, 176 km SSE of Naze, Japan, earthquake, 7.9, 1.8, 0.033, 315.0, reviewed, us, us
84626, 2016-06-13T04:21:43.530Z, 27.0107, 130.1996, 10.0, 5.6, mww, , 18.0, 1.729, 1.07, us, us2000641d, 2022-05-03T17:50:04.091Z, 166 km SSE of Naze, Japan, earthquake, 6.0, 1.8, , , reviewed, us, us
84629, 2016-06-11T22:54:22.410Z, 35.9783, 139.9693, 34.71, 5.0, mb, , 78.0, 0.309, 0.94, us, us200063vx, 2016-09-14T21:10:38.766Z, 4 km SSW of Mitsukaid?, Japan, earthquake, 5.2, 3.8, 0.036, 241.0, reviewed, us, us
84632, 2016-06-10T12:07:03.840Z, 38.3646, 144.5763, 35.0, 5.0, mww, , 41.0, 3.027, 0.71, us, us200063he, 2022-08-03T01:21:58.819Z, 256 km ESE of Kamaishi, Japan, earthquake, 6.9, 1.8, , , reviewed, us, us
